Checked,DOI,Donor,Acceptor,Donor SMILES,Acceptor SMILES,Voc,Jsc,FF,PCE,HOMO_A,LUMO_A,Ehl_A,Eg_A,HOMO_D,LUMO_D,Ehl_D,Eg_D
YES,10.1021/acs.chemmater.0c04318,J71,AOIC2,CCCCCCCCC(CCCCCC)Cn1nc2c(-c3ccc(C)s3)c(F)c(F)c(-c3ccc(-c4cc5c(-c6ccc([Si](CCC)(CCC)CCC)s6)c6sc(C)cc6c(-c6ccc([Si](CCC)(CCC)CCC)s6)c5s4)s3)c2n1,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=C(C=C4C(=C3)C3=C(C5=C(S3)C3=C(S5)C5=C(C=C(/C=C6\C(=O)C7=C(C=C(F)C(F)=C7)C6=C(C#N)C#N)S5)C3(C3=CC=C(CCCCCC)C=C3)C3=CC=C(CCCCCC)C=C3)C4(C3=CC=C(CCCCCC)C=C3)C3=CC=C(CCCCCC)C=C3)C3=C2C=C(/C=C2\C(=O)C4=CC(F)=C(F)C=C4C2=C(C#N)C#N)S3)C=C1,0.826,19.48,0.682,11,-5.62,-3.83,1.79,1.54,-5.4,-3.24,2.16,1.96
YES,10.1021/acs.chemmater.0c04318,J71,AOIC1,CCCCCCCCC(CCCCCC)Cn1nc2c(-c3ccc(C)s3)c(F)c(F)c(-c3ccc(-c4cc5c(-c6ccc([Si](CCC)(CCC)CCC)s6)c6sc(C)cc6c(-c6ccc([Si](CCC)(CCC)CCC)s6)c5s4)s3)c2n1,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(S3)C3=C(C=C(/C=C5\C(=O)C6=C(C=C(F)C(F)=C6)C5=C(C#N)C#N)S3)C2(C2=CC=C(CCCCCC)C=C2)C2=CC=C(CCCCCC)C=C2)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC(/C=C2\C(=O)C4=C(C=C(F)C(F)=C4)C2=C(C#N)C#N)=C3)C=C1,0.819,21.65,0.683,12.1,-5.53,-3.94,1.59,1.51,-5.4,-3.24,2.16,1.96
YES,10.1016/j.solener.2018.09.077,J61,SSBR,CCCCCCCCCCCCSc1ccc(-c2c3cc(-c4ccc(-c5c(F)c(F)c(-c6ccc(C)s6)c6nn(CC(CCCCCC)CCCCCCCC)nc56)s4)sc3c(-c3ccc(SCCCCCCCCCCCC)s3)c3cc(C)sc23)s1,CCCCC(CC)CC1(CC(CC)CCCC)C2=C(SC(C3=CC=C(/C=C4\SC(=S)N(CC)C4=O)C4=NSN=C34)=C2)C2=C1C=C(C1=CC=C(/C=C3\SC(=S)N(CC)C3=O)C3=NSN=C13)S2,0.89,8.9,0.407,3.33,-5.44,-3.72,1.72,1.53,-5.32,-3.07,2.25,1.93
YES,10.1002/anie.201807865,PCl(4)BDB-T,IT-4F,CCCCC(CC)CC1=CC=C(C2=C3SC=CC3=C(C3=CC=C(CC(CC)CCCC)S3)C3=C2C=C(C2=C(Cl)C=C(C4=C5C(=O)C6=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C6C(=O)C5=C(C5=CC(Cl)=CS5)S4)S2)S3)S1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc23)cc1,0.84,20.6,0.711,12.33,-5.66,-4.14,1.52,1.53,,,,
YES,10.1021/acs.macromol.9b01233,PE31,Y6,CCCCCCCCC(CCCCCC)CN1N=C2C(C3=CC4=C(S3)C(CCCCCC)=CS4)=C(F)C(F)=C(C3=CC4=C(S3)C(CCCCCC)=C(C3=CC5=C(S3)C(C3=CC(Cl)=C(C(CC)CCCCCC)S3)=C3C=CSC3=C5C3=CC(Cl)=C(C(CC)CCCCC)S3)S4)C2=N1,CCCCCCCCCCCc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21,0.8,20.45,0.489,7.62,-5.65,-4.09,1.56,1.36,,,,
YES,10.1021/acs.macromol.9b01233,PE32,Y6,CCCCCCCCC(CCCCCC)CN1N=C2C(C3=CC4=C(S3)C(CCCCCC)=CS4)=C(OC)C(OC)=C(C3=CC4=C(S3)C(CCCCCC)=C(C3=CC5=C(S3)C(C3=CC(Cl)=C(C(CC)CCCCCC)S3)=C3C=CSC3=C5C3=CC(Cl)=C(C(CC)CCCCC)S3)S4)C2=N1,CCCCCCCCCCCc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21,0.75,18.44,0.53,7.31,-5.65,-4.09,1.56,1.36,,,,
YES,10.1021/acs.macromol.9b01233,PE4,Y6,CCCCCCCCC(CCCCCC)CN1N=C2C(C3=CC4SC(C5=CC6=C(S5)C(C5=CC(Cl)=C(CC(CC)CCCC)S5)=C5C=CSC5=C6C5=CC(Cl)=C(CC(CC)CCCC)S5)=C(CCCCCC)C4S3)=C(F)C(F)=C(C3=CC4=C(S3)C(CCCCCC)=CS4)C2=N1,CCCCCCCCCCCc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21,0.84,22.21,0.754,14.02,-5.65,-4.09,1.56,1.36,,,,
YES,10.1016/j.solener.2018.09.077,PBDT-TS1,SSBR,CCCCCCCCSC1=CC=C(C2=C3SC=CC3=C(C3=CC=C(SCCCCCCCC)S3)C3=C2C=C(C2=C4C(F)=C(C(=O)OCC(CC)CCCC)SC4=CS2)S3)S1,CCCCC(CC)CC1(CC(CC)CCCC)C2=C(SC(C3=CC=C(/C=C4\SC(=S)N(CC)C4=O)C4=NSN=C34)=C2)C2=C1C=C(C1=CC=C(/C=C3\SC(=S)N(CC)C3=O)C3=NSN=C13)S2,0.85,11.95,0.369,3.99,-5.44,-3.72,1.72,1.53,,,,
YES,10.1007/s11426-019-9669-3,PBDB-T-2Cl,Y6,CCCCC(CC)CC1=C(Cl)C=C(C2=C3SC=CC3=C(C3=CC(Cl)=C(CC(CC)CCCC)S3)C3=C2C=C(C2=CC=C(C4=C5C(=O)C6=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C6C(=O)C5=C(C5=CC=CS5)S4)S2)S3)S1,CCCCCCCCCCCc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21,0.882,25.605,0.733,17.037,-5.65,-4.09,1.56,1.36,-5.52,-3.6,1.92,
YES,10.1007/s11426-020-9840-x,J52-F,BTA5,CCCCCCCCC(CCCCCC)CN1N=C2C(C3=CC=CS3)=C(F)C(F)=C(C3=CC=C(C4=CC5=C(C6=CC(F)=C(CC(CC)CCCC)S6)C6=C(C=CS6)C(C6=CC(F)=C(CC(CC)CCCC)S6)=C5S4)S3)C2=N1,CCCCCCCCN1N=C2C(/C=C3/SC(=C(C#N)C#N)N(CC4=CC=CC=C4)C3=O)=CC=C(C3=CC4=C(S3)C3=CC5=C(C=C3C4(C3=CC=C(CCCCCC)C=C3)C3=CC=C(CCCCCC)C=C3)C3=C(C=C(C4=CC=C(/C=C6/SC(=C(C#N)C#N)N(CC7=CC=CC=C7)C6=O)C6=NN(CCCCCCCC)N=C46)S3)C5(C3=CC=C(CCCCCC)C=C3)C3=CC=C(CCCCCC)C=C3)C2=N1,1.17,13.8,0.698,11.27,-5.55,-3.71,1.84,,-5.36,-3.42,1.94,
YES,10.1007/s11426-020-9840-x,J52-F,BTA4,CCCCCCCCC(CCCCCC)CN1N=C2C(C3=CC=CS3)=C(F)C(F)=C(C3=CC=C(C4=CC5=C(C6=CC(F)=C(CC(CC)CCCC)S6)C6=C(C=CS6)C(C6=CC(F)=C(CC(CC)CCCC)S6)=C5S4)S3)C2=N1,CCCCCCCCN1N=C2C(/C=C3/SC(=C(C#N)C#N)N(C4=CC=CC=C4)C3=O)=CC=C(C3=CC4=C(S3)C3=CC5=C(C=C3C4(C3=CC=C(CCCCCC)C=C3)C3=CC=C(CCCCCC)C=C3)C3=C(C=C(C4=CC=C(/C=C6/SC(=C(C#N)C#N)N(C7=CC=CC=C7)C6=O)C6=NN(CCCCCCCC)N=C46)S3)C5(C3=CC=C(CCCCCC)C=C3)C3=CC=C(CCCCCC)C=C3)C2=N1,1.21,8.39,0.553,5.61,-5.5,-3.65,1.85,,-5.36,-3.42,1.94,
YES,10.1007/s11426-021-1114-3,PTQ10,m-BTP-C6Ph,CCCCCCCCC(CCCCCC)COC1=CN=C2C=C(F)C(F)=C(C3=CC=CS3)C2=N1,CCCCCCC1=CC(C2=C(/C=C3\C(=O)C4=CC(F)=C(F)C=C4C3=C(C#N)C#N)SC3=C2SC2=C3N(CC(CC)CCCC)C3=C2C2=NSN=C2C2=C3N(CC(CC)CCCC)C3=C2SC2=C3SC(/C=C3\C(=O)C4=CC(F)=C(F)C=C4C3=C(C#N)C#N)=C2C2=CC(CCCCCC)=CC=C2)=CC=C1,0.841,26.95,0.783,17.74,-5.59,-3.86,1.73,1.35,-5.54,-2.92,2.62,1.93
YES,10.1007/s11771-020-4501-0,PBDB-TF,Y19,CCCCC(CC)CC1=C(F)C=C(C2=C3C=C(C4=CC=C(C5=C6C(=O)C7=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C7C(=O)C6=C(C6=CC=CS6)S5)S4)SC3=C(C3=CC(F)=C(CC(CC)CCCC)S3)C3=C2SC=C3)S1,CCCCCCC1=C(/C=C2\C(=O)C3=CC(Cl)=C(Cl)C=C3C2=C(C#N)C#N)SC2=C1SC1=C2N(CC(CC)CCCC)C2=C1C1=NN(CC(CC)CCCC)N=C1C1=C2N(CC(CC)CCCC)C2=C1SC1=C2SC(/C=C2\C(=O)C3=CC(Cl)=C(Cl)C=C3C2=C(C#N)C#N)=C1CCCCCC,0.88,22.38,0.682,12.76,-5.68,-3.95,1.73,1.31,-5.49,-3.64,1.85,1.8
YES,10.1007/s40843-017-9084-x,PBDB-T,TTIC,CCCCC(CC)CC1=CC=C(C2=C3C=C(C4=CC=C(C5=C6C(=O)C7=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C7C(=O)C6=C(C6=CC=CS6)S5)S4)SC3=C(C3=CC=C(CC(CC)CCCC)S3)C3=C2SC=C3)S1,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=C(SC(/C=C4\C(=O)C5=CC=CC=C5C4=C(C#N)C#N)=C3)C3=C2C2=C(S3)C3=C(S2)C2=C(C=C(/C=C4\C(=O)C5=CC=CC=C5C4=C(C#N)C#N)S2)C3(C2=CC=C(CCCCCC)C=C2)C2=CC=C(CCCCCC)C=C2)C=C1,0.8,20.58,0.66,10.87,-5.51,-3.89,1.62,1.48,-5.33,-3.48,1.85,1.84
YES,10.1007/s40843-020-1269-9,B1,BO-4Cl,CCCCCCC1=C(C2=CC(CCCCCC)=C(C3=CC=C(/C=C4/SC(=S)N(CCCC)C4=O)S3)S2)SC(C2=CC3=C(C4=CC=C(SCC(CC)CCCC)C=C4)C4=C(C=C(C5=CC(CCCCCC)=C(C6=CC(CCCCCC)=C(C7=CC=C(/C=C8/SC(=S)N(CCCC)C8=O)S7)S6)S5)S4)C(C4=CC=C(SCC(CC)CCCC)C=C4)=C3S2)=C1,CCCCCCCCCCCC1=C(/C=C2\C(=O)C3=CC(Cl)=C(Cl)C=C3C2=C(C#N)C#N)SC2=C1SC1=C2N(CC(CCCC)CCCCCC)C2=C1C1=NSN=C1C1=C2N(CC(CCCC)CCCCCC)C2=C1SC1=C2SC(/C=C2\C(=O)C3=CC(Cl)=C(Cl)C=C3C2=C(C#N)C#N)=C1CCCCCCCCCCC,0.83,25.27,0.73,15.3,-5.68,-4.1,1.58,,-5.37,-3.51,1.86,
YES,10.1007/s40843-020-1269-9,BTR,BO-4Cl,CCCCCCC1=C(C2=CC(CCCCCC)=C(C3=CC=C(/C=C4/SC(=S)N(CCCCCC)C4=O)S3)S2)SC(C2=CC3=C(C4=CC(CC(CC)CCCC)=C(CCCCCC)S4)C4=C(C=C(C5=CC(CCCCCC)=C(C6=CC(CCCCCC)=C(C7=CC=C(/C=C8/SC(=S)N(CCCCCC)C8=O)S7)S6)S5)S4)C(C4=CC(CC(CC)CCCC)=C(CCCCCC)S4)=C3S2)=C1,CCCCCCCCCCCC1=C(/C=C2\C(=O)C3=CC(Cl)=C(Cl)C=C3C2=C(C#N)C#N)SC2=C1SC1=C2N(CC(CCCC)CCCCCC)C2=C1C1=NSN=C1C1=C2N(CC(CCCC)CCCCCC)C2=C1SC1=C2SC(/C=C2\C(=O)C3=CC(Cl)=C(Cl)C=C3C2=C(C#N)C#N)=C1CCCCCCCCCCC,0.83,18.93,0.72,11.3,-5.68,-4.1,1.58,,-5.34,-3.53,1.81,1.78
YES,10.1007/s40843-020-1651-5,PBDB-TF,5T-OFIC,CCCCC(CC)CC1=C(F)C=C(C2=C3C=C(C4=CC=C(C5=C6C(=O)C7=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C7C(=O)C6=C(C6=CC=CS6)S5)S4)SC3=C(C3=CC(F)=C(CC(CC)CCCC)S3)C3=C2SC=C3)S1,CCCCCCCCC1=C(/C=C2\C(=O)C3=CC(F)=C(F)C=C3C2=C(C#N)C#N)SC2=C1C(C1=CC=C(CCCCCC)C=C1)(C1=CC=C(CCCCCC)C=C1)C1=C2SC2=C1SC1=C2C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C1SC1=C2SC(/C=C2\C(=O)C3=CC(F)=C(F)C=C3C2=C(C#N)C#N)=C1CCCCCCCC,0.794,24.84,0.681,13.43,-5.51,-3.86,1.65,1.34,-5.49,-3.64,1.85,1.8
YES,10.1007/s40843-020-1651-5,PBDB-TF,6T-OFIC,CCCCC(CC)CC1=C(F)C=C(C2=C3C=C(C4=CC=C(C5=C6C(=O)C7=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C7C(=O)C6=C(C6=CC=CS6)S5)S4)SC3=C(C3=CC(F)=C(CC(CC)CCCC)S3)C3=C2SC=C3)S1,CCCCCCCCC1=C(/C=C2\C(=O)C3=CC(F)=C(F)C=C3C2=C(C#N)C#N)SC2=C1SC1=C2C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C1SC1=C2SC2=C1C(C1=CC=C(CCCCCC)C=C1)(C1=CC=C(CCCCCC)C=C1)C1=C2SC2=C1SC(/C=C1\C(=O)C3=CC(F)=C(F)C=C3C1=C(C#N)C#N)=C2CCCCCCCC,0.782,22.69,0.696,12.35,-5.47,-3.89,1.58,1.31,-5.49,-3.64,1.85,1.8
YES,10.1016/j.cej.2021.128770,PBDB-T,DBT-4F,CCCCC(CC)CC1=CC=C(C2=C3C=C(C4=CC=C(C5=C6C(=O)C7=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C7C(=O)C6=C(C6=CC=CS6)S5)S4)SC3=C(C3=CC=C(CC(CC)CCCC)S3)C3=C2SC=C3)S1,CCCCCCCCC(CCCCCC)COC1=CC(C2=CC3=C(S2)C2=C(C=C(/C=C4\C(=O)C5=CC(F)=C(F)C=C5C4=C(C#N)C#N)S2)N3C(CCCCCCCC)CCCCCCCC)=C(OCC(CCCCCC)CCCCCCCC)C=C1C1=CC(CCCCCC)=C(/C=C2\C(=O)C3=CC(F)=C(F)C=C3C2=C(C#N)C#N)S1,0.88,19.65,0.702,12.14,-5.67,-3.87,1.8,1.43,-5.33,-3.48,1.85,1.84
YES,10.1016/j.cej.2021.128770,PBDB-T,DBD-4F,CCCCC(CC)CC1=CC=C(C2=C3C=C(C4=CC=C(C5=C6C(=O)C7=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C7C(=O)C6=C(C6=CC=CS6)S5)S4)SC3=C(C3=CC=C(CC(CC)CCCC)S3)C3=C2SC=C3)S1,CCCCCCCCC(CCCCCC)COC1=C(C2=CC3=C(S2)C2=C(C=C(/C=C4\C(=O)C5=CC(F)=C(F)C=C5C4=C(C#N)C#N)S2)N3C(CCCCCCCC)CCCCCCCC)C=C(OCC(CCCCCC)CCCCCCCC)C(C2=CC3=C(S2)C2=C(C=C(/C=C4\C(=O)C5=CC(F)=C(F)C=C5C4=C(C#N)C#N)S2)N3C(CCCCCCCC)CCCCCCCC)=C1,0.88,15.92,0.595,8.64,-5.55,-3.74,1.81,1.38,-5.33,-3.48,1.85,1.84
YES,10.1016/j.cej.2021.128770,PBDB-T,DBTD-4F,CCCCC(CC)CC1=CC=C(C2=C3C=C(C4=CC=C(C5=C6C(=O)C7=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C7C(=O)C6=C(C6=CC=CS6)S5)S4)SC3=C(C3=CC=C(CC(CC)CCCC)S3)C3=C2SC=C3)S1,CCCCCCCCOC1=C(C2=CC3=C(S2)C2=C(C=C(/C=C4\C(=O)C5=CC(F)=C(F)C=C5C4=C(C#N)C#N)S2)N3C(CCCCCCCC)CCCCCCCC)C2=NSN=C2C(C2=CC3=C(S2)C2=C(C=C(/C=C4\C(=O)C5=CC(F)=C(F)C=C5C4=C(C#N)C#N)S2)N3C(CCCCCCCC)CCCCCCCC)=C1OCCCCCCCC,0.81,12.91,0.53,5.55,-5.51,-3.9,1.61,1.34,-5.33,-3.48,1.85,1.84
YES,10.1021/acsaem.1c02403,PBDB-T,IDT-3EsT-2IC2F,CCCCC(CC)CC1=CC=C(C2=C3C=C(C4=CC=C(C5=C6C(=O)C7=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C7C(=O)C6=C(C6=CC=CS6)S5)S4)SC3=C(C3=CC=C(CC(CC)CCCC)S3)C3=C2SC=C3)S1,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C=C(C2=C(C(=O)OCC(CC)CCCC)C=C(/C=C5\C(=O)C6=CC(F)=C(F)C=C6C5=C(C#N)C#N)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC(C3=C(C(=O)OCC(CC)CCCC)C=C(/C=C4\C(=O)C5=CC(F)=C(F)C=C5C4=C(C#N)C#N)S3)=C2)C=C1,0.886,14.68,0.58,7.54,-5.38,-3.93,1.45,1.44,-5.33,-3.48,1.85,1.84
YES,10.1021/acsaem.1c02403,PBDB-T,IDT-3EsT,CCCCC(CC)CC1=CC=C(C2=C3C=C(C4=CC=C(C5=C6C(=O)C7=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C7C(=O)C6=C(C6=CC=CS6)S5)S4)SC3=C(C3=CC=C(CC(CC)CCCC)S3)C3=C2SC=C3)S1,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=C(C=C4C(=C3)C3=C(C=C(C5=C(C(=O)OCC(CC)CCCC)C=C(/C=C6\C(=O)C7=CC=CC=C7C6=C(C#N)C#N)S5)S3)C4(C3=CC=C(CCCCCC)C=C3)C3=CC=C(CCCCCC)C=C3)C3=C2C=C(C2=C(C(=O)OCC(CC)CCCC)C=C(/C=C4\C(=O)C5=CC=CC=C5C4=C(C#N)C#N)S2)S3)C=C1,0.985,13.49,0.56,7.43,-5.38,-3.85,1.53,1.55,-5.33,-3.48,1.85,1.84
YES,10.1021/acsaem.1c02403,PBDB-T,IDT-4EsT-2IC2F,CCCCC(CC)CC1=CC=C(C2=C3C=C(C4=CC=C(C5=C6C(=O)C7=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C7C(=O)C6=C(C6=CC=CS6)S5)S4)SC3=C(C3=CC=C(CC(CC)CCCC)S3)C3=C2SC=C3)S1,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=C(C=C4C(=C3)C3=C(C=C(C5=CC(C(=O)OCC(CC)CCCC)=C(/C=C6\C(=O)C7=CC(F)=C(F)C=C7C6=C(C#N)C#N)S5)S3)C4(C3=CC=C(CCCCCC)C=C3)C3=CC=C(CCCCCC)C=C3)C3=C2C=C(C2=CC(C(=O)OCC(CC)CCCC)=C(/C=C4\C(=O)C5=CC(F)=C(F)C=C5C4=C(C#N)C#N)S2)S3)C=C1,0.745,13.02,0.56,5.45,-5.35,-3.93,1.42,1.44,-5.33,-3.48,1.85,1.84
YES,10.1021/acsaem.1c02608,J52,i-IEICO-4Cl,CCCCCCCCC(CCCCCC)CN1N=C2C(C3=CC=CS3)=C(F)C(F)=C(C3=CC=C(C4=CC5=C(C6=CC=C(CC(CC)CCCC)S6)C6=C(C=CS6)C(C6=CC=C(CC(CC)CCCC)S6)=C5S4)S3)C2=N1,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C=C(C2=C(OCC(CC)CCCC)C(/C=C5/C(=O)C6=CC(Cl)=C(Cl)C=C6C5=C(C#N)C#N)=CS2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC(C3=C(OCC(CC)CCCC)C(/C=C4/C(=O)C5=CC(Cl)=C(Cl)C=C5C4=C(C#N)C#N)=CS3)=C2)C=C1,0.857,20.62,0.688,12.16,-5.46,-3.82,1.64,1.51,-5.2,-3.05,2.15,1.96
YES,10.1021/acsaem.1c02608,J52,i-IEICO-2Cl,CCCCCCCCC(CCCCCC)CN1N=C2C(C3=CC=CS3)=C(F)C(F)=C(C3=CC=C(C4=CC5=C(C6=CC=C(CC(CC)CCCC)S6)C6=C(C=CS6)C(C6=CC=C(CC(CC)CCCC)S6)=C5S4)S3)C2=N1,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C=C(C2=C(OCC(CC)CCCC)C(/C=C5\C(=O)C6=CC(Cl)=CC=C6C5=C(C#N)C#N)=CS2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC(C3=C(OCC(CC)CCCC)C(/C=C4\C(=O)C5=CC(Cl)=CC=C5C4=C(C#N)C#N)=CS3)=C2)C=C1,0.886,19.51,0.667,11.45,-5.42,-3.75,1.67,1.57,-5.2,-3.05,2.15,1.96
YES,10.1021/acsaem.8b00205,DRCN5T,IDIC8-F,CCCCCCCCC1=C(C2=CC(CCCCCCCC)=C(C3=CC=C(C4=C(CCCCCCCC)C=C(C5=C(CCCCCCCC)C=C(/C=C6\SC(=C(C#N)C#N)N(CC)C6=O)S5)S4)S3)S2)SC(/C=C2\SC(=C(C#N)C#N)N(CC)C2=O)=C1,CCCCCCCCC1(CCCCCCCC)C2=CC3=C(C=C2C2=C1C=C(/C=C1\C(=O)C4=CC=C(F)C=C4C1=C(C#N)C#N)S2)C(CCCCCCCC)(CCCCCCCC)C1=C3SC(/C=C2\C(=O)C3=CC=C(F)C=C3C2=C(C#N)C#N)=C1,0.864,15.21,0.641,8.42,-5.51,-3.82,1.69,,-5.22,-3.41,1.81,
YES,10.1021/acsaem.8b00205,DRCN5T,IDIC8-H,CCCCCCCCC1=C(C2=CC(CCCCCCCC)=C(C3=CC=C(C4=C(CCCCCCCC)C=C(C5=C(CCCCCCCC)C=C(/C=C6\SC(=C(C#N)C#N)N(CC)C6=O)S5)S4)S3)S2)SC(/C=C2\SC(=C(C#N)C#N)N(CC)C2=O)=C1,CCCCCCCCC1(CCCCCCCC)C2=CC3=C(C=C2C2=C1C=C(/C=C1\C(=O)C4=CC=CC=C4C1=C(C#N)C#N)S2)C(CCCCCCCC)(CCCCCCCC)C1=C3SC(/C=C2\C(=O)C3=CC=CC=C3C2=C(C#N)C#N)=C1,0.952,13.44,0.625,8,-5.52,-3.76,1.76,,-5.22,-3.41,1.81,
YES,10.1021/acsaem.8b00205,DRCN5T,IDIC8-M,CCCCCCCCC1=C(C2=CC(CCCCCCCC)=C(C3=CC=C(C4=C(CCCCCCCC)C=C(C5=C(CCCCCCCC)C=C(/C=C6\SC(=C(C#N)C#N)N(CC)C6=O)S5)S4)S3)S2)SC(/C=C2\SC(=C(C#N)C#N)N(CC)C2=O)=C1,CCCCCCCCC1(CCCCCCCC)C2=C(C=C3C(=C2)C2=C(C=C(/C=C4\C(=O)C5=CC=C(C)C=C5C4=C(C#N)C#N)S2)C3(CCCCCCCC)CCCCCCCC)C2=C1C=C(/C=C1\C(=O)C3=CC=C(C)C=C3C1=C(C#N)C#N)S2,1.002,10.36,0.607,6.31,-5.51,-3.72,1.79,,-5.22,-3.41,1.81,
YES,10.1021/acsaem.8b00506,PBCIT,ITIC,CCCCC(CC)COC(=O)C1=C(F)C2=CSC(C3=CC4=C(C5=CC(Cl)=C(CC(CC)CCCC)S5)C5=C(C=CS5)C(C5=CC(Cl)=C(CC(CC)CCCC)S5)=C4S3)=C2S1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,1.01,13.95,0.601,8.46,-5.49,-3.83,1.66,1.59,-5.47,-3.61,1.86,1.64
YES,10.1021/acsaem.8b01447,PBT4Cl-Bz,IT-4F,CCCCCCCCC(CCCCCC)CN1N=C2C(C3=CC=CS3)=C(F)C(F)=C(C3=CC=C(C4=CC5=C(S4)C(C4=C(Cl)C(Cl)=C(CC(CC)CCCC)S4)=C4C=CSC4=C5C4=C(Cl)C(Cl)=C(CC(CC)CCCC)S4)S3)C2=N1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc23)cc1,0.96,16.42,0.587,9.25,-5.66,-4.14,1.52,1.53,-5.64,-3.57,2.07,2.01
